fips,county_name,state_code,year,fmr_0br,fmr_1br,fmr_2br,fmr_3br,fmr_4br
2208399999,,LA,2018,508,511,680,853,1198
2208599999,,LA,2018,553,592,680,889,1198
2208799999,,LA,2018,708,827,996,1277,1477
2208999999,,LA,2018,708,827,996,1277,1477
2209199999,,LA,2018,647,789,906,1155,1459
2209399999,,LA,2018,484,592,680,982,1198
2209599999,,LA,2018,708,827,996,1277,1477
2209799999,,LA,2018,496,529,704,891,959
2209999999,,LA,2018,618,751,865,1127,1259
2210199999,,LA,2018,595,598,786,1040,1213
2210399999,,LA,2018,708,827,996,1277,1477
2210599999,,LA,2018,631,635,831,1042,1132
2210799999,,LA,2018,521,525,680,989,1023
2210999999,,LA,2018,646,650,824,1156,1406
2211199999,,LA,2018,563,566,728,926,1004
2211399999,,LA,2018,484,592,680,984,987
2211599999,,LA,2018,653,770,1024,1284,1472
2211799999,,LA,2018,508,511,680,893,1093
2211999999,,LA,2018,477,592,680,931,973
2212199999,,LA,2018,647,789,906,1155,1459
2212399999,,LA,2018,508,511,680,863,926
2212599999,,LA,2018,647,789,906,1155,1459
2212799999,,LA,2018,576,580,680,989,1069
,,ME,2018,666,740,938,1176,1589
,,ME,2018,713,755,983,1336,1341
,,ME,2018,608,668,847,1077,1328
,,ME,2018,630,634,825,1034,1124
,,ME,2018,962,1054,1348,1805,2094
,,ME,2018,657,789,906,1219,1243
,,ME,2018,696,798,974,1267,1377
,,ME,2018,801,944,1256,1575,2212
2302100100,,ME,2018,559,607,697,1014,1125
2303100275,,ME,2018,696,798,974,1267,1377
2302900380,,ME,2018,617,621,764,965,1102
2301100590,,ME,2018,612,635,784,1026,1068
2302900660,,ME,2018,617,621,764,965,1102
2303100730,,ME,2018,696,798,974,1267,1377
2300300800,,ME,2018,548,602,697,924,1011
2301501010,,ME,2018,708,751,883,1107,1283
2301901115,,ME,2018,630,634,825,1034,1124
2300901185,,ME,2018,631,696,854,1071,1163
2300301220,,ME,2018,548,602,697,924,1011
2301701325,,ME,2018,631,635,763,1110,1296
2302501395,,ME,2018,585,634,781,1037,1108
2301301465,,ME,2018,695,700,886,1195,1320
2301901500,,ME,2018,630,634,825,1034,1124
2302301570,,ME,2018,657,789,906,1219,1243
2303101605,,ME,2018,696,798,974,1267,1377
2300301710,,ME,2018,548,602,697,924,1011
2302501885,,ME,2018,585,634,781,1037,1108
2302101920,,ME,2018,559,607,697,1014,1125
2300102060,,ME,2018,608,668,847,1077,1328
2301102100,,ME,2018,612,635,784,1026,1068
2300902165,,ME,2018,631,696,854,1071,1163
2300702235,,ME,2018,559,597,697,883,949
2302902480,,ME,2018,617,621,764,965,1102
2300502655,,ME,2018,713,755,983,1336,1341
2300302760,,ME,2018,548,602,697,924,1011
2301902795,,ME,2018,666,740,938,1176,1589
2300902865,,ME,2018,631,696,854,1071,1163
2302902970,,ME,2018,617,621,764,965,1102
2302303355,,ME,2018,657,789,906,1219,1243
2302903670,,ME,2018,617,621,764,965,1102
2302103740,,ME,2018,559,607,697,1014,1125
2302903810,,ME,2018,617,621,764,965,1102
2302703950,,ME,2018,633,688,790,1062,1263
2301104020,,ME,2018,612,635,784,1026,1068
2302704125,,ME,2018,633,688,790,1062,1263
2301104475,,ME,2018,612,635,784,1026,1068
2303104720,,ME,2018,801,944,1256,1575,2212
2301704825,,ME,2018,631,635,763,1110,1296
2303104860,,ME,2018,696,798,974,1267,1377
2302505000,,ME,2018,585,634,781,1037,1108
2300305385,,ME,2018,548,602,697,924,1011
2302105560,,ME,2018,559,607,697,1014,1125
2300905700,,ME,2018,631,696,854,1071,1163
2301506120,,ME,2018,708,751,883,1107,1283
2301506050,,ME,2018,708,751,883,1107,1283
2302306260,,ME,2018,657,789,906,1219,1243
2302306365,,ME,2018,657,789,906,1219,1243
2302106400,,ME,2018,559,607,697,1014,1125
2301906575,,ME,2018,630,634,825,1034,1124
2301906680,,ME,2018,630,634,825,1034,1124
2301506855,,ME,2018,708,751,883,1107,1283
2301906925,,ME,2018,666,740,938,1176,1589
2300307065,,ME,2018,548,602,697,924,1011
2300507170,,ME,2018,713,755,983,1336,1341
2302507380,,ME,2018,585,634,781,1037,1108
2301507485,,ME,2018,708,751,883,1107,1283
2300907800,,ME,2018,631,696,854,1071,1163
2302707870,,ME,2018,633,688,790,1062,1263
2300907975,,ME,2018,631,696,854,1071,1163
2301708150,,ME,2018,631,635,763,1110,1296
2302108325,,ME,2018,559,607,697,1014,1125
2300508430,,ME,2018,713,755,983,1336,1341
2301708710,,ME,2018,631,635,763,1110,1296
2300908815,,ME,2018,631,696,854,1071,1163
2301909200,,ME,2018,630,634,825,1034,1124
2302709270,,ME,2018,633,688,790,1062,1263
2303109410,,ME,2018,962,1054,1348,1805,2094
2301709550,,ME,2018,631,635,763,1110,1296
2302909585,,ME,2018,617,621,764,965,1102
2302509655,,ME,2018,585,634,781,1037,1108
2301309725,,ME,2018,695,700,886,1195,1320
2302509935,,ME,2018,585,634,781,1037,1108
2301710005,,ME,2018,631,635,763,1110,1296
2300510180,,ME,2018,962,1054,1348,1805,2094
2302510495,,ME,2018,585,634,781,1037,1108
2300310565,,ME,2018,548,602,697,924,1011
2301910670,,ME,2018,630,634,825,1034,1124
2300710740,,ME,2018,559,597,697,883,949
2301910810,,ME,2018,630,634,825,1034,1124
2300710915,,ME,2018,559,597,697,883,949
2300311020,,ME,2018,548,602,697,924,1011
2300511125,,ME,2018,962,1054,1348,1805,2094
2300911265,,ME,2018,631,696,854,1071,1163
2300311300,,ME,2018,548,602,697,924,1011
2300311335,,ME,2018,548,602,697,924,1011
2302911755,,ME,2018,617,621,764,965,1102
2300311785,,ME,2018,548,602,697,924,1011
2300911800,,ME,2018,631,696,854,1071,1163
2302511820,,ME,2018,585,634,781,1037,1108
2300312000,,ME,2018,548,602,697,924,1011
2301912105,,ME,2018,630,634,825,1034,1124
2302912175,,ME,2018,617,621,764,965,1102
2300512300,,ME,2018,962,1054,1348,1805,2094
2301112350,,ME,2018,612,635,784,1026,1068
2302912455,,ME,2018,617,621,764,965,1102
2301912525,,ME,2018,630,634,825,1034,1124
2300712595,,ME,2018,559,597,697,883,949
2301112735,,ME,2018,612,635,784,1026,1068
2301913365,,ME,2018,630,634,825,1034,1124
2301113470,,ME,2018,612,635,784,1026,1068
2302913610,,ME,2018,617,621,764,965,1102
2302913820,,ME,2018,617,621,764,965,1102
2302913750,,ME,2018,617,621,764,965,1102
2300313900,,ME,2018,548,602,697,924,1011
2302914100,,ME,2018,617,621,764,965,1102
2300714205,,ME,2018,559,597,697,883,949
2301914310,,ME,2018,630,634,825,1034,1124
2301914380,,ME,2018,630,634,825,1034,1124
2303114485,,ME,2018,696,798,974,1267,1377
2302514555,,ME,2018,585,634,781,1037,1108
2300914905,,ME,2018,631,696,854,1071,1163
2302914940,,ME,2018,617,621,764,965,1102
2301315125,,ME,2018,695,700,886,1195,1320
2300315395,,ME,2018,548,602,697,924,1011
2300515430,,ME,2018,962,1054,1348,1805,2094
2301315780,,ME,2018,695,700,886,1195,1320
2302915920,,ME,2018,617,621,764,965,1102
2300315990,,ME,2018,548,602,697,924,1011
2300716165,,ME,2018,559,597,697,883,949
2301516235,,ME,2018,708,751,883,1107,1283
2302916410,,ME,2018,617,621,764,965,1102
2303116725,,ME,2018,696,798,974,1267,1377
2302916865,,ME,2018,617,621,764,965,1102
2300916935,,ME,2018,631,696,854,1071,1163
2300917145,,ME,2018,631,696,854,1071,1163
2301717250,,ME,2018,631,635,763,1110,1296
2302517285,,ME,2018,585,634,781,1037,1108
2302917355,,ME,2018,617,621,764,965,1102
2302517460,,ME,2018,585,634,781,1037,1108
2301917530,,ME,2018,630,634,825,1034,1124
2301717740,,ME,2018,631,635,763,1110,1296
2301917950,,ME,2018,630,634,825,1034,1124
2302118195,,ME,2018,559,607,697,1014,1125
2301518475,,ME,2018,708,751,883,1107,1283
2301918580,,ME,2018,630,634,825,1034,1124
2300119105,,ME,2018,608,668,847,1077,1328
2300319210,,ME,2018,548,602,697,924,1011
2300319420,,ME,2018,548,602,697,924,1011
2300719865,,ME,2018,559,597,697,883,949
2301919868,,ME,2018,630,634,825,1034,1124
2302919870,,ME,2018,617,621,764,965,1102
2300920405,,ME,2018,631,696,854,1071,1163
2302920960,,ME,2018,617,621,764,965,1102
2301921030,,ME,2018,630,634,825,1034,1124
2300919770,,ME,2018,631,696,854,1071,1163
2300321380,,ME,2018,548,602,697,924,1011
2302921730,,ME,2018,617,621,764,965,1102
2301922535,,ME,2018,666,740,938,1176,1589
2301522675,,ME,2018,708,751,883,1107,1283
2301922710,,ME,2018,630,634,825,1034,1124
2303122955,,ME,2018,801,944,1256,1575,2212
2300923200,,ME,2018,631,696,854,1071,1163
2302523410,,ME,2018,585,634,781,1037,1108
2301923620,,ME,2018,630,634,825,1034,1124
2301923865,,ME,2018,630,634,825,1034,1124
2300724005,,ME,2018,559,597,697,883,949
2301924110,,ME,2018,630,634,825,1034,1124
2302524320,,ME,2018,585,634,781,1037,1108
2300524495,,ME,2018,962,1054,1348,1805,2094
2301124670,,ME,2018,612,635,784,1026,1068
2300724775,,ME,2018,559,597,697,883,949
2301124950,,ME,2018,612,635,784,1026,1068
2300325615,,ME,2018,548,602,697,924,1011
2300325755,,ME,2018,548,602,697,924,1011
2302726280,,ME,2018,633,688,790,1062,1263
2300926350,,ME,2018,631,696,854,1071,1163
2302726420,,ME,2018,633,688,790,1062,1263
2300526525,,ME,2018,962,1054,1348,1805,2094
2300926595,,ME,2018,631,696,854,1071,1163
2300326735,,ME,2018,548,602,697,924,1011
2301326805,,ME,2018,695,700,886,1195,1320
2300527025,,ME,2018,962,1054,1348,1805,2094
2301726910,,ME,2018,631,635,763,1110,1296
2301127085,,ME,2018,612,635,784,1026,1068
2300327120,,ME,2018,548,602,697,924,1011
2301927190,,ME,2018,630,634,825,1034,1124
2302327295,,ME,2018,657,789,906,1219,1243
2301727505,,ME,2018,631,635,763,1110,1296
2301927645,,ME,2018,666,740,938,1176,1589
2300327855,,ME,2018,548,602,697,924,1011
2300528240,,ME,2018,962,1054,1348,1805,2094
2300928450,,ME,2018,631,696,854,1071,1163
2300328590,,ME,2018,548,602,697,924,1011
2302928660,,ME,2018,617,621,764,965,1102
2300528870,,ME,2018,962,1054,1348,1805,2094
2300928975,,ME,2018,631,696,854,1071,1163
2301929185,,ME,2018,630,634,825,1034,1124
2300129255,,ME,2018,608,668,847,1077,1328
2302129535,,ME,2018,559,607,697,1014,1125
2301729710,,ME,2018,631,635,763,1110,1296
2302130095,,ME,2018,559,607,697,1014,1125
2301130550,,ME,2018,612,635,784,1026,1068
2300330690,,ME,2018,548,602,697,924,1011
2300330725,,ME,2018,548,602,697,924,1011
2301930795,,ME,2018,666,740,938,1176,1589
2300930970,,ME,2018,631,696,854,1071,1163
2301731110,,ME,2018,631,635,763,1110,1296
2302531355,,ME,2018,585,634,781,1037,1108
2300531390,,ME,2018,713,755,983,1336,1341
2302931530,,ME,2018,617,621,764,965,1102
2300531600,,ME,2018,713,755,983,1336,1341
2301731670,,ME,2018,631,635,763,1110,1296
2302531740,,ME,2018,585,634,781,1037,1108
2300332195,,ME,2018,548,602,697,924,1011
2301732370,,ME,2018,631,635,763,1110,1296
2301932510,,ME,2018,666,740,938,1176,1589
2300332685,,ME,2018,548,602,697,924,1011
2301532715,,ME,2018,708,751,883,1107,1283
2302532895,,ME,2018,585,634,781,1037,1108
2301733315,,ME,2018,631,635,763,1110,1296
2300333385,,ME,2018,548,602,697,924,1011
2301933490,,ME,2018,666,740,938,1176,1589
2303133665,,ME,2018,962,1054,1348,1805,2094
2301333840,,ME,2018,695,700,886,1195,1320
2300333980,,ME,2018,548,602,697,924,1011
2301934190,,ME,2018,630,634,825,1034,1124
2301934365,,ME,2018,630,634,825,1034,1124
2300734820,,ME,2018,559,597,697,883,949
2300335065,,ME,2018,548,602,697,924,1011
2301335135,,ME,2018,695,700,886,1195,1320
2302735240,,ME,2018,633,688,790,1062,1263
2302535345,,ME,2018,585,634,781,1037,1108
2302735450,,ME,2018,633,688,790,1062,1263
2300735625,,ME,2018,559,597,697,883,949
2301535695,,ME,2018,708,751,883,1107,1283
2302935905,,ME,2018,617,621,764,965,1102
2302936010,,ME,2018,617,621,764,965,1102
2301936325,,ME,2018,666,740,938,1176,1589
2303136535,,ME,2018,696,798,974,1267,1377
2303136745,,ME,2018,696,798,974,1267,1377
2300737025,,ME,2018,559,597,697,883,949
2301937075,,ME,2018,630,634,825,1034,1124
2302137095,,ME,2018,559,607,697,1014,1125
2303137270,,ME,2018,801,944,1256,1575,2212
2302737585,,ME,2018,633,688,790,1062,1263
2301937760,,ME,2018,630,634,825,1034,1124
2302137970,,ME,2018,559,607,697,1014,1125
2301938005,,ME,2018,630,634,825,1034,1124
2300938180,,ME,2018,631,696,854,1071,1163
2303138425,,ME,2018,696,798,974,1267,1377
2301938530,,ME,2018,630,634,825,1034,1124
2300138565,,ME,2018,608,668,847,1077,1328
2301938705,,ME,2018,630,634,825,1034,1124
2300138740,,ME,2018,608,668,847,1077,1328
2302739055,,ME,2018,633,688,790,1062,1263
2303139195,,ME,2018,696,798,974,1267,1377
2300339300,,ME,2018,548,602,697,924,1011
2303139405,,ME,2018,962,1054,1348,1805,2094
2301739422,,ME,2018,631,635,763,1110,1296
2301939475,,ME,2018,630,634,825,1034,1124
2302739755,,ME,2018,633,688,790,1062,1263
2300339965,,ME,2018,548,602,697,924,1011
2300140035,,ME,2018,608,668,847,1077,1328
2301140175,,ME,2018,612,635,784,1026,1068
2300340595,,ME,2018,548,602,697,924,1011
2300140770,,ME,2018,608,668,847,1077,1328
2300140665,,ME,2018,608,668,847,1077,1328
2300541067,,ME,2018,962,1054,1348,1805,2094
2301541280,,ME,2018,708,751,883,1107,1283
2301741365,,ME,2018,631,635,763,1110,1296
2301941435,,ME,2018,630,634,825,1034,1124
2302941610,,ME,2018,617,621,764,965,1102
2300341715,,ME,2018,548,602,697,924,1011
2303141750,,ME,2018,696,798,974,1267,1377
2302941960,,ME,2018,617,621,764,965,1102
2302942100,,ME,2018,617,621,764,965,1102
2300342450,,ME,2018,548,602,697,924,1011
2300342520,,ME,2018,548,602,697,924,1011
2302542660,,ME,2018,585,634,781,1037,1108
2300742765,,ME,2018,559,597,697,883,949
2301742835,,ME,2018,631,635,763,1110,1296
2301143080,,ME,2018,612,635,784,1026,1068
2300343255,,ME,2018,548,602,697,924,1011
2300943430,,ME,2018,631,696,854,1071,1163
2300343710,,ME,2018,548,602,697,924,1011
2300947962,,ME,2018,631,696,854,1071,1163
2302943640,,ME,2018,617,621,764,965,1102
2300343990,,ME,2018,548,602,697,924,1011
2301344165,,ME,2018,695,700,886,1195,1320
2301944270,,ME,2018,630,634,825,1034,1124
2301944340,,ME,2018,630,634,825,1034,1124
2300144585,,ME,2018,608,668,847,1077,1328
2302944760,,ME,2018,617,621,764,965,1102
2302144830,,ME,2018,559,607,697,1014,1125
2301945005,,ME,2018,630,634,825,1034,1124
2302545110,,ME,2018,585,634,781,1037,1108
2300345180,,ME,2018,548,602,697,924,1011
2301745285,,ME,2018,631,635,763,1110,1296
2302945600,,ME,2018,617,621,764,965,1102
2301945670,,ME,2018,666,740,938,1176,1589
2301945810,,ME,2018,630,634,825,1034,1124
2302146020,,ME,2018,559,607,697,1014,1125
2301746105,,ME,2018,631,635,763,1110,1296
2300146160,,ME,2018,608,668,847,1077,1328
2301546335,,ME,2018,708,751,883,1107,1283
2301146405,,ME,2018,612,635,784,1026,1068
2302746475,,ME,2018,633,688,790,1062,1263
2302146580,,ME,2018,559,607,697,1014,1125
2300346685,,ME,2018,548,602,697,924,1011
2302746790,,ME,2018,633,688,790,1062,1263
2302547140,,ME,2018,585,634,781,1037,1108
2300347175,,ME,2018,548,602,697,924,1011
2302747245,,ME,2018,633,688,790,1062,1263
2302547455,,ME,2018,585,634,781,1037,1108
2301947560,,ME,2018,630,634,825,1034,1124
2300947630,,ME,2018,631,696,854,1071,1163
2301147770,,ME,2018,612,635,784,1026,1068
2301347962,,ME,2018,695,700,886,1195,1320
2300548085,,ME,2018,713,755,983,1336,1341
2300348120,,ME,2018,548,602,697,924,1011
2300348575,,ME,2018,548,602,697,924,1011
2300548820,,ME,2018,713,755,983,1336,1341
2300348960,,ME,2018,548,602,697,924,1011
2302549205,,ME,2018,585,634,781,1037,1108
2300749345,,ME,2018,559,597,697,883,949
2300349415,,ME,2018,548,602,697,924,1011
2300749520,,ME,2018,559,597,697,883,949
2301948505,,ME,2018,630,634,825,1034,1124
2301548645,,ME,2018,708,751,883,1107,1283
2303148750,,ME,2018,696,798,974,1267,1377
2301949065,,ME,2018,630,634,825,1034,1124
2301749275,,ME,2018,631,635,763,1110,1296
2301549660,,ME,2018,708,751,883,1107,1283
2302549835,,ME,2018,585,634,781,1037,1108
2303150325,,ME,2018,696,798,974,1267,1377
2300751400,,ME,2018,559,597,697,883,949
2301351620,,ME,2018,695,700,886,1195,1320
2301752575,,ME,2018,631,635,763,1110,1296
2301952710,,ME,2018,630,634,825,1034,1124
2302953500,,ME,2018,617,621,764,965,1102
2300553860,,ME,2018,962,1054,1348,1805,2094
2302151105,,ME,2018,559,607,697,1014,1125
2302551114,,ME,2018,585,634,781,1037,1108
2302951375,,ME,2018,617,621,764,965,1102
2302752845,,ME,2018,633,688,790,1062,1263
2300353602,,ME,2018,548,602,697,924,1011
2300953620,,ME,2018,631,696,854,1071,1163
2302153628,,ME,2018,559,607,697,1014,1125
2302553636,,ME,2018,585,634,781,1037,1108
2301754000,,ME,2018,631,635,763,1110,1296
2300354385,,ME,2018,548,602,697,924,1011
2301154560,,ME,2018,612,635,784,1026,1068
2303154980,,ME,2018,696,798,974,1267,1377
2303155085,,ME,2018,962,1054,1348,1805,2094
2301955225,,ME,2018,666,740,938,1176,1589
2300355435,,ME,2018,548,602,697,924,1011
2300955505,,ME,2018,631,696,854,1071,1163
2301955565,,ME,2018,666,740,938,1176,1589
2301955680,,ME,2018,666,740,938,1176,1589
2300955855,,ME,2018,631,696,854,1071,1163
2300955890,,ME,2018,631,696,854,1071,1163
2301755960,,ME,2018,631,635,763,1110,1296
2301356135,,ME,2018,695,700,886,1195,1320
2300356205,,ME,2018,548,602,697,924,1011
2301756310,,ME,2018,631,635,763,1110,1296
2302756450,,ME,2018,633,688,790,1062,1263
2302556520,,ME,2018,585,634,781,1037,1108
2301756625,,ME,2018,631,635,763,1110,1296
2302156765,,ME,2018,559,607,697,1014,1125
2303156870,,ME,2018,696,798,974,1267,1377
2301957045,,ME,2018,630,634,825,1034,1124
2302957082,,ME,2018,617,621,764,965,1102
2302957090,,ME,2018,617,621,764,965,1102
2301957150,,ME,2018,630,634,825,1034,1124
2302957780,,ME,2018,617,621,764,965,1102
2300357936,,ME,2018,548,602,697,924,1011
2301957936,,ME,2018,666,740,938,1176,1589
2300957920,,ME,2018,631,696,854,1071,1163
2300358060,,ME,2018,548,602,697,924,1011
2302358070,,ME,2018,657,789,906,1219,1243
2302958165,,ME,2018,617,621,764,965,1102
2301758270,,ME,2018,631,635,763,1110,1296
2300758445,,ME,2018,559,597,697,883,949
2302358515,,ME,2018,657,789,906,1219,1243
2302559005,,ME,2018,585,634,781,1037,1108
2301159110,,ME,2018,612,635,784,1026,1068
2302559705,,ME,2018,585,634,781,1037,1108
2301959950,,ME,2018,630,634,825,1034,1124
2300160020,,ME,2018,608,668,847,1077,1328
2300360300,,ME,2018,548,602,697,924,1011
2301760405,,ME,2018,631,635,763,1110,1296
2300560545,,ME,2018,962,1054,1348,1805,2094
2300560685,,ME,2018,713,755,983,1336,1341
2301960790,,ME,2018,630,634,825,1034,1124
2300360825,,ME,2018,548,602,697,924,1011
2302961035,,ME,2018,617,621,764,965,1102
2302761210,,ME,2018,633,688,790,1062,1263
2301161700,,ME,2018,612,635,784,1026,1068
2300761875,,ME,2018,559,597,697,883,949
2300761840,,ME,2018,559,597,697,883,949
2300561945,,ME,2018,962,1054,1348,1805,2094
2301162190,,ME,2018,612,635,784,1026,1068
2300362400,,ME,2018,548,602,697,924,1011
2302362645,,ME,2018,657,789,906,1219,1243
2302562995,,ME,2018,585,634,781,1037,1108
2302963275,,ME,2018,617,621,764,965,1102
2301363590,,ME,2018,695,700,886,1195,1320
2301363660,,ME,2018,695,700,886,1195,1320
2301163835,,ME,2018,612,635,784,1026,1068
2302963940,,ME,2018,617,621,764,965,1102
2301764185,,ME,2018,631,635,763,1110,1296
2301764290,,ME,2018,631,635,763,1110,1296
2300164570,,ME,2018,608,668,847,1077,1328
2303164675,,ME,2018,696,798,974,1267,1377
2300765655,,ME,2018,559,597,697,883,949
2303165725,,ME,2018,696,798,974,1267,1377
2302165865,,ME,2018,559,607,697,1014,1125
2300566145,,ME,2018,962,1054,1348,1805,2094
2302766565,,ME,2018,633,688,790,1062,1263
2302766635,,ME,2018,633,688,790,1062,1263
2300566775,,ME,2018,713,755,983,1336,1341
2302166950,,ME,2018,559,607,697,1014,1125
2301967160,,ME,2018,630,634,825,1034,1124
2302567238,,ME,2018,585,634,781,1037,1108
2300967300,,ME,2018,631,696,854,1071,1163
2303167475,,ME,2018,696,798,974,1267,1377
2300367790,,ME,2018,548,602,697,924,1011
2302168140,,ME,2018,559,607,697,1014,1125
2301168385,,ME,2018,612,635,784,1026,1068
2302568910,,ME,2018,585,634,781,1037,1108
2302569155,,ME,2018,585,634,781,1037,1108
2300369260,,ME,2018,548,602,697,924,1011
2302569505,,ME,2018,585,634,781,1037,1108
2301569645,,ME,2018,708,751,883,1107,1283
2300969750,,ME,2018,631,696,854,1071,1163
2300369930,,ME,2018,548,602,697,924,1011
2303170030,,ME,2018,801,944,1256,1575,2212
2301570240,,ME,2018,708,751,883,1107,1283
2300770760,,ME,2018,559,597,697,883,949
2301771755,,ME,2018,631,635,763,1110,1296
2300571990,,ME,2018,962,1054,1348,1805,2094
2301372585,,ME,2018,695,700,886,1195,1320
2302170655,,ME,2018,559,607,697,1014,1125
2301571955,,ME,2018,708,751,883,1107,1283
2300972865,,ME,2018,631,696,854,1071,1163
2301973250,,ME,2018,630,634,825,1034,1124
2300373472,,ME,2018,548,602,697,924,1011
2300364780,,ME,2018,548,602,697,924,1011
2302564850,,ME,2018,585,634,781,1037,1108
2300365025,,ME,2018,548,602,697,924,1011
2301365130,,ME,2018,695,700,886,1195,1320
2300365200,,ME,2018,548,602,697,924,1011
2301973600,,ME,2018,630,634,825,1034,1124
2300573670,,ME,2018,962,1054,1348,1805,2094
2302573845,,ME,2018,585,634,781,1037,1108
2301974055,,ME,2018,630,634,825,1034,1124
2302974125,,ME,2018,617,621,764,965,1102
2300374405,,ME,2018,548,602,697,924,1011
2302774475,,ME,2018,633,688,790,1062,1263
2301774510,,ME,2018,631,635,763,1110,1296
2300974580,,ME,2018,631,696,854,1071,1163
2301774685,,ME,2018,631,635,763,1110,1296
2300774825,,ME,2018,559,597,697,883,949
2300974965,,ME,2018,631,696,854,1071,1163
2301775035,,ME,2018,631,635,763,1110,1296
2300975280,,ME,2018,631,696,854,1071,1163
2300975455,,ME,2018,631,696,854,1071,1163
2302775525,,ME,2018,633,688,790,1062,1263
2301775595,,ME,2018,631,635,763,1110,1296
2302975770,,ME,2018,617,621,764,965,1102
2300775980,,ME,2018,559,597,697,883,949
2302576190,,ME,2018,585,634,781,1037,1108
2301376365,,ME,2018,695,700,886,1195,1320
2302776610,,ME,2018,633,688,790,1062,1263
2302976895,,ME,2018,617,621,764,965,1102
2302376960,,ME,2018,657,789,906,1219,1243
2300977345,,ME,2018,631,696,854,1071,1163
2300977415,,ME,2018,631,696,854,1071,1163
2302777625,,ME,2018,633,688,790,1062,1263
2300177800,,ME,2018,608,668,847,1077,1328
2301978015,,ME,2018,630,634,825,1034,1124
2301378115,,ME,2018,695,700,886,1195,1320
2302778255,,ME,2018,633,688,790,1062,1263
2301178190,,ME,2018,612,635,784,1026,1068
2301778465,,ME,2018,631,635,763,1110,1296
2300378570,,ME,2018,548,602,697,924,1011
2302978675,,ME,2018,617,621,764,965,1102
2301178745,,ME,2018,612,635,784,1026,1068
2301978780,,ME,2018,666,740,938,1176,1589
2300978925,,ME,2018,631,696,854,1071,1163
2301179025,,ME,2018,612,635,784,1026,1068
2301379130,,ME,2018,695,700,886,1195,1320
2300379270,,ME,2018,548,602,697,924,1011
2302979375,,ME,2018,617,621,764,965,1102
2302779480,,ME,2018,633,688,790,1062,1263
2301579550,,ME,2018,708,751,883,1107,1283
2300179585,,ME,2018,608,668,847,1077,1328
2300379865,,ME,2018,548,602,697,924,1011
2300980040,,ME,2018,631,696,854,1071,1163
2301380215,,ME,2018,695,700,886,1195,1320
2300380285,,ME,2018,548,602,697,924,1011
2301380425,,ME,2018,695,700,886,1195,1320
2303180530,,ME,2018,696,798,974,1267,1377
2301780635,,ME,2018,631,635,763,1110,1296
2301180740,,ME,2018,612,635,784,1026,1068
2301180880,,ME,2018,612,635,784,1026,1068
2301981055,,ME,2018,630,634,825,1034,1124
2300781300,,ME,2018,559,597,697,883,949
2302181405,,ME,2018,559,607,697,1014,1125
2303181475,,ME,2018,696,798,974,1267,1377
2302981685,,ME,2018,617,621,764,965,1102
2302381930,,ME,2018,657,789,906,1219,1243
2300782235,,ME,2018,559,597,697,883,949
2302582840,,ME,2018,585,634,781,1037,1108
2301182945,,ME,2018,612,635,784,1026,1068
2301783890,,ME,2018,631,635,763,1110,1296
2300582105,,ME,2018,962,1054,1348,1805,2094
2300382770,,ME,2018,548,602,697,924,1011
2300383540,,ME,2018,548,602,697,924,1011
2300383785,,ME,2018,548,602,697,924,1011
2301584140,,ME,2018,708,751,883,1107,1283
2301585010,,ME,2018,708,751,883,1107,1283
2302985185,,ME,2018,617,621,764,965,1102
2301985230,,ME,2018,630,634,825,1034,1124
2302985290,,ME,2018,617,621,764,965,1102
2302185710,,ME,2018,559,607,697,1014,1125
2300785850,,ME,2018,559,597,697,883,949
2300586025,,ME,2018,962,1054,1348,1805,2094
2301186165,,ME,2018,612,635,784,1026,1068
2301986305,,ME,2018,630,634,825,1034,1124
2301186515,,ME,2018,612,635,784,1026,1068
2300986655,,ME,2018,631,696,854,1071,1163
2302786760,,ME,2018,633,688,790,1062,1263
2300386865,,ME,2018,548,602,697,924,1011
2301186970,,ME,2018,612,635,784,1026,1068
2301587075,,ME,2018,708,751,883,1107,1283
2300387215,,ME,2018,548,602,697,924,1011
2301787355,,ME,2018,631,635,763,1110,1296
2301987390,,ME,2018,630,634,825,1034,1124
2302387460,,ME,2018,657,789,906,1219,1243
2300787680,,ME,2018,559,597,697,883,949
2300587845,,ME,2018,962,1054,1348,1805,2094
2303187985,,ME,2018,801,944,1256,1575,2212
,,MD,2018,918,1125,1411,1815,2108
,,MD,2018,938,1126,1329,1792,2263
,,MD,2018,527,606,697,957,1228
,,MD,2018,582,695,913,1261,1608
,,MD,2018,883,1047,1266,1587,1787
,,MD,2018,662,782,1001,1300,1710
,,MD,2018,505,664,763,1079,1083
,,MD,2018,1504,1561,1793,2353,2902
,,MD,2018,670,761,1012,1305,1765
2400199999,,MD,2018,527,606,697,957,1228
2400399999,,MD,2018,918,1125,1411,1815,2108
2451099999,,MD,2018,918,1125,1411,1815,2108
2400599999,,MD,2018,918,1125,1411,1815,2108
2400999999,,MD,2018,1504,1561,1793,2353,2902
2401199999,,MD,2018,683,688,915,1227,1429
2401399999,,MD,2018,918,1125,1411,1815,2108
2401599999,,MD,2018,883,1047,1266,1587,1787
2401799999,,MD,2018,1504,1561,1793,2353,2902
2401999999,,MD,2018,743,765,878,1191,1196
2402199999,,MD,2018,1504,1561,1793,2353,2902
2402399999,,MD,2018,468,579,733,975,1227
2402599999,,MD,2018,918,1125,1411,1815,2108
