fips,county_name,state_code,year,fmr_0br,fmr_1br,fmr_2br,fmr_3br,fmr_4br
2300586025,,ME,2024,1319,1512,1946,2418,2742
2301186165,,ME,2024,857,860,1104,1374,1622
2301986305,,ME,2024,740,794,1043,1298,1457
2301186515,,ME,2024,857,860,1104,1374,1622
2300986655,,ME,2024,996,1002,1188,1576,1582
2302786760,,ME,2024,886,892,1160,1431,1606
2300386865,,ME,2024,664,758,948,1292,1374
2301186970,,ME,2024,857,860,1104,1374,1622
2301587075,,ME,2024,942,978,1183,1575,1654
2300387215,,ME,2024,664,758,948,1292,1374
2301787355,,ME,2024,814,820,1077,1321,1699
2301987390,,ME,2024,740,794,1043,1298,1457
2302387460,,ME,2024,848,1023,1251,1763,2123
2300787680,,ME,2024,723,812,1067,1416,1421
2300587845,,ME,2024,1319,1512,1946,2418,2742
2303187985,,ME,2024,1150,1292,1697,2232,2880
,,MD,2024,1379,1582,1943,2519,2849
,,MD,2024,1470,1492,1755,2277,2662
,,MD,2024,624,736,920,1186,1453
,,MD,2024,830,932,1225,1713,1889
,,MD,2024,1303,1451,1737,2100,2422
,,MD,2024,991,998,1311,1739,1746
,,MD,2024,832,837,1100,1458,1465
,,MD,2024,1772,1803,2045,2544,3015
,,MD,2024,993,1020,1145,1614,1797
2400199999,,MD,2024,624,736,920,1186,1453
2400399999,,MD,2024,1379,1582,1943,2519,2849
2451099999,,MD,2024,1379,1582,1943,2519,2849
2400599999,,MD,2024,1379,1582,1943,2519,2849
2400999999,,MD,2024,1772,1803,2045,2544,3015
2401199999,,MD,2024,931,938,1232,1669,2058
2401399999,,MD,2024,1379,1582,1943,2519,2849
2401599999,,MD,2024,1303,1451,1737,2100,2422
2401799999,,MD,2024,1772,1803,2045,2544,3015
2401999999,,MD,2024,890,896,1121,1580,1902
2402199999,,MD,2024,1772,1803,2045,2544,3015
2402399999,,MD,2024,785,795,905,1275,1536
2402599999,,MD,2024,1379,1582,1943,2519,2849
2402799999,,MD,2024,1379,1582,1943,2519,2849
2402999999,,MD,2024,1100,1111,1269,1699,2153
2403199999,,MD,2024,1772,1803,2045,2544,3015
2403399999,,MD,2024,1772,1803,2045,2544,3015
2403599999,,MD,2024,1379,1582,1943,2519,2849
2403999999,,MD,2024,832,837,1100,1458,1465
2403799999,,MD,2024,1470,1492,1755,2277,2662
2404199999,,MD,2024,1196,1229,1380,1945,2342
2404399999,,MD,2024,830,932,1225,1713,1889
2404599999,,MD,2024,991,998,1311,1739,1746
2404799999,,MD,2024,993,1020,1145,1614,1797
,,MA,2024,1486,1585,2082,2541,2897
,,MA,2024,983,1104,1451,1754,2396
,,MA,2024,2212,2377,2827,3418,3765
,,MA,2024,1393,1488,1955,2479,2778
,,MA,2024,1280,1438,1889,2662,2935
,,MA,2024,1890,1903,2500,3023,3747
,,MA,2024,1072,1238,1582,2055,2373
,,MA,2024,986,1107,1454,1766,2052
,,MA,2024,1299,1483,1917,2329,2553
,,MA,2024,1369,1518,1995,2412,2657
,,MA,2024,1027,1205,1463,1769,2049
,,MA,2024,950,1100,1402,1807,1867
,,MA,2024,1289,1398,1693,2047,2536
,,MA,2024,934,1115,1375,1669,1954
,,MA,2024,1245,1398,1837,2319,2482
,,MA,2024,998,1065,1399,1947,2318
,,MA,2024,1282,1292,1661,2008,2212
2502300170,,MA,2024,1393,1488,1955,2479,2778
2501700380,,MA,2024,2212,2377,2827,3418,3765
2500500520,,MA,2024,1027,1205,1463,1769,2049
2500300555,,MA,2024,950,1100,1402,1807,1867
2501300840,,MA,2024,934,1115,1375,1669,1954
2500300975,,MA,2024,983,1104,1451,1754,2396
2500901260,,MA,2024,2212,2377,2827,3418,3765
2501501370,,MA,2024,934,1115,1375,1669,1954
2500901465,,MA,2024,1299,1483,1917,2329,2553
2500701585,,MA,2024,1690,1886,2156,2911,2922
2501701605,,MA,2024,2212,2377,2827,3418,3765
2502701885,,MA,2024,1072,1238,1582,2055,2373
2501701955,,MA,2024,2212,2377,2827,3418,3765
2501102095,,MA,2024,986,1107,1454,1766,2052
2501702130,,MA,2024,2212,2377,2827,3418,3765
2502702480,,MA,2024,998,1065,1399,1947,2318
2500502690,,MA,2024,1289,1398,1693,2047,2536
2502702760,,MA,2024,1282,1292,1661,2008,2212
2502102935,,MA,2024,1393,1488,1955,2479,2778
2501703005,,MA,2024,2212,2377,2827,3418,3765
2500103690,,MA,2024,1486,1585,2082,2541,2897
2502703740,,MA,2024,1282,1292,1661,2008,2212
2500304545,,MA,2024,983,1104,1451,1754,2396
2501704615,,MA,2024,2212,2377,2827,3418,3765
2501504825,,MA,2024,934,1115,1375,1669,1954
2502104930,,MA,2024,2212,2377,2827,3418,3765
2501705070,,MA,2024,2212,2377,2827,3418,3765
2500505280,,MA,2024,1245,1398,1837,2319,2482
2502705490,,MA,2024,1280,1438,1889,2662,2935
2501105560,,MA,2024,986,1107,1454,1766,2052
2500905595,,MA,2024,2212,2377,2827,3418,3765
2501705805,,MA,2024,1369,1518,1995,2412,2657
2502706015,,MA,2024,1280,1438,1889,2662,2935
2501306085,,MA,2024,934,1115,1375,1669,1954
2502706365,,MA,2024,1280,1438,1889,2662,2935
2502507000,,MA,2024,2212,2377,2827,3418,3765
2500107175,,MA,2024,1486,1585,2082,2541,2897
2501707350,,MA,2024,2212,2377,2827,3418,3765
2500907420,,MA,2024,1299,1483,1917,2329,2553
2502707525,,MA,2024,1282,1292,1661,2008,2212
2502107740,,MA,2024,2212,2377,2827,3418,3765
2500107980,,MA,2024,1486,1585,2082,2541,2897
2502308130,,MA,2024,1393,1488,1955,2479,2778
2501308470,,MA,2024,934,1115,1375,1669,1954
2502309000,,MA,2024,1393,1488,1955,2479,2778
2502709105,,MA,2024,1282,1292,1661,2008,2212
2502109175,,MA,2024,2212,2377,2827,3418,3765
2501109595,,MA,2024,986,1107,1454,1766,2052
2501709840,,MA,2024,2212,2377,2827,3418,3765
2501711000,,MA,2024,2212,2377,2827,3418,3765
2502111315,,MA,2024,2212,2377,2827,3418,3765
2501711525,,MA,2024,2212,2377,2827,3418,3765
2502311665,,MA,2024,2212,2377,2827,3418,3765
2501112505,,MA,2024,986,1107,1454,1766,2052
2502712715,,MA,2024,1282,1292,1661,2008,2212
2500112995,,MA,2024,1486,1585,2082,2541,2897
2501713135,,MA,2024,1369,1518,1995,2412,2657
2502513205,,MA,2024,2212,2377,2827,3418,3765
2500313345,,MA,2024,950,1100,1402,1807,1867
2501313485,,MA,2024,934,1115,1375,1669,1954
2501513590,,MA,2024,934,1115,1375,1669,1954
2501313660,,MA,2024,934,1115,1375,1669,1954
2500713800,,MA,2024,1690,1886,2156,2911,2922
2500314010,,MA,2024,983,1104,1451,1754,2396
2502714395,,MA,2024,1282,1292,1661,2008,2212
2502114640,,MA,2024,2212,2377,2827,3418,3765
2501114885,,MA,2024,986,1107,1454,1766,2052
2501715060,,MA,2024,2212,2377,2827,3418,3765
2501115200,,MA,2024,986,1107,1454,1766,2052
2501516040,,MA,2024,934,1115,1375,1669,1954
2500316180,,MA,2024,950,1100,1402,1807,1867
2500916250,,MA,2024,2212,2377,2827,3418,3765
2500516425,,MA,2024,1027,1205,1463,1769,2049
2502116495,,MA,2024,2212,2377,2827,3418,3765
2501116670,,MA,2024,986,1107,1454,1766,2052
2500116775,,MA,2024,1486,1585,2082,2541,2897
2500516950,,MA,2024,1245,1398,1837,2319,2482
2502717300,,MA,2024,1282,1292,1661,2008,2212
2502117405,,MA,2024,2212,2377,2827,3418,3765
2501717475,,MA,2024,1369,1518,1995,2412,2657
2502717685,,MA,2024,1282,1292,1661,2008,2212
2501717825,,MA,2024,1369,1518,1995,2412,2657
2502317895,,MA,2024,2212,2377,2827,3418,3765
2502318455,,MA,2024,1393,1488,1955,2479,2778
2502718560,,MA,2024,1282,1292,1661,2008,2212
2501319645,,MA,2024,934,1115,1375,1669,1954
2500119295,,MA,2024,1486,1585,2082,2541,2897
2501519370,,MA,2024,934,1115,1375,1669,1954
2500520100,,MA,2024,1890,1903,2500,3023,3747
2500721150,,MA,2024,1690,1886,2156,2911,2922
2500321360,,MA,2024,983,1104,1451,1754,2396
2501121780,,MA,2024,986,1107,1454,1766,2052
2500921850,,MA,2024,2212,2377,2827,3418,3765
2501721990,,MA,2024,2212,2377,2827,3418,3765
2500522130,,MA,2024,1027,1205,1463,1769,2049
2500523000,,MA,2024,1289,1398,1693,2047,2536
2500123105,,MA,2024,1486,1585,2082,2541,2897
2502723875,,MA,2024,1072,1238,1582,2055,2373
2500324120,,MA,2024,983,1104,1451,1754,2396
2502124820,,MA,2024,2212,2377,2827,3418,3765
2501724960,,MA,2024,2212,2377,2827,3418,3765
2502125172,,MA,2024,2212,2377,2827,3418,3765
2500525240,,MA,2024,1027,1205,1463,1769,2049
2502725485,,MA,2024,1072,1238,1582,2055,2373
2500925625,,MA,2024,1299,1483,1917,2329,2553
2501125730,,MA,2024,986,1107,1454,1766,2052
2500926150,,MA,2024,2212,2377,2827,3418,3765
2501526290,,MA,2024,934,1115,1375,1669,1954
2500726325,,MA,2024,1690,1886,2156,2911,2922
2502726430,,MA,2024,1282,1292,1661,2008,2212
2501526535,,MA,2024,934,1115,1375,1669,1954
2501326675,,MA,2024,934,1115,1375,1669,1954
2500326815,,MA,2024,983,1104,1451,1754,2396
2501127060,,MA,2024,986,1107,1454,1766,2052
2501727480,,MA,2024,1369,1518,1995,2412,2657
2500927620,,MA,2024,1299,1483,1917,2329,2553
2501527690,,MA,2024,934,1115,1375,1669,1954
2502327795,,MA,2024,1393,1488,1955,2479,2778
2500927900,,MA,2024,2212,2377,2827,3418,3765
2501328075,,MA,2024,934,1115,1375,1669,1954
2500328180,,MA,2024,983,1104,1451,1754,2396
2502328285,,MA,2024,2212,2377,2827,3418,3765
2502328495,,MA,2024,1393,1488,1955,2479,2778
2502728740,,MA,2024,998,1065,1399,1947,2318
2502728950,,MA,2024,1280,1438,1889,2662,2935
2500129020,,MA,2024,1486,1585,2082,2541,2897
2501529265,,MA,2024,934,1115,1375,1669,1954
2500929405,,MA,2024,1299,1483,1917,2329,2553
2501129475,,MA,2024,986,1107,1454,1766,2052
2501129650,,MA,2024,986,1107,1454,1766,2052
2502330210,,MA,2024,2212,2377,2827,3418,3765
2500330315,,MA,2024,950,1100,1402,1807,1867
2502130455,,MA,2024,2212,2377,2827,3418,3765
2502730560,,MA,2024,1282,1292,1661,2008,2212
2501330665,,MA,2024,934,1115,1375,1669,1954
2501730700,,MA,2024,2212,2377,2827,3418,3765
2501330840,,MA,2024,934,1115,1375,1669,1954
2502730945,,MA,2024,1280,1438,1889,2662,2935
2501731085,,MA,2024,2212,2377,2827,3418,3765
2502731435,,MA,2024,998,1065,1399,1947,2318
2501731540,,MA,2024,2212,2377,2827,3418,3765
2502331645,,MA,2024,2212,2377,2827,3418,3765
2501531785,,MA,2024,934,1115,1375,1669,1954
2500932310,,MA,2024,2212,2377,2827,3418,3765
2502333220,,MA,2024,2212,2377,2827,3418,3765
2502333920,,MA,2024,1393,1488,1955,2479,2778
2502734165,,MA,2024,1280,1438,1889,2662,2935
2500334340,,MA,2024,950,1100,1402,1807,1867
2500934550,,MA,2024,1299,1483,1917,2329,2553
2500334655,,MA,2024,950,1100,1402,1807,1867
2502734795,,MA,2024,1282,1292,1661,2008,2212
2500334970,,MA,2024,950,1100,1402,1807,1867
2502735075,,MA,2024,1072,1238,1582,2055,2373
2501135180,,MA,2024,986,1107,1454,1766,2052
2501735215,,MA,2024,2212,2377,2827,3418,3765
2501135285,,MA,2024,986,1107,1454,1766,2052
2501735425,,MA,2024,2212,2377,2827,3418,3765
2501735950,,MA,2024,2212,2377,2827,3418,3765
2501336300,,MA,2024,934,1115,1375,1669,1954
2501737000,,MA,2024,1369,1518,1995,2412,2657
2501337175,,MA,2024,934,1115,1375,1669,1954
2502737420,,MA,2024,1072,1238,1582,2055,2373
2500937490,,MA,2024,2212,2377,2827,3418,3765
2500937560,,MA,2024,2212,2377,2827,3418,3765
2501737875,,MA,2024,2212,2377,2827,3418,3765
2500937995,,MA,2024,2212,2377,2827,3418,3765
2500538225,,MA,2024,1245,1398,1837,2319,2482
2500938400,,MA,2024,2212,2377,2827,3418,3765
2502338540,,MA,2024,1393,1488,1955,2479,2778
2501738715,,MA,2024,2212,2377,2827,3418,3765
2502338855,,MA,2024,2212,2377,2827,3418,3765
2500139100,,MA,2024,1486,1585,2082,2541,2897
2502339450,,MA,2024,1393,1488,1955,2479,2778
2501739625,,MA,2024,2212,2377,2827,3418,3765
2502139765,,MA,2024,2212,2377,2827,3418,3765
2501739835,,MA,2024,2212,2377,2827,3418,3765
2502139975,,MA,2024,2212,2377,2827,3418,3765
2501740115,,MA,2024,2212,2377,2827,3418,3765
2502740255,,MA,2024,1280,1438,1889,2662,2935
2500940430,,MA,2024,1299,1483,1917,2329,2553
2500940710,,MA,2024,1299,1483,1917,2329,2553
2502340850,,MA,2024,1393,1488,1955,2479,2778
2501540990,,MA,2024,934,1115,1375,1669,1954
2500941095,,MA,2024,2212,2377,2827,3418,3765
2502741165,,MA,2024,1280,1438,1889,2662,2935
2502741340,,MA,2024,1282,1292,1661,2008,2212
2502141515,,MA,2024,2212,2377,2827,3418,3765
2502741585,,MA,2024,1280,1438,1889,2662,2935
2502141690,,MA,2024,2212,2377,2827,3418,3765
2501142040,,MA,2024,986,1107,1454,1766,2052
2501342145,,MA,2024,934,1115,1375,1669,1954
2501142285,,MA,2024,986,1107,1454,1766,2052
2500342460,,MA,2024,983,1104,1451,1754,2396
2501342530,,MA,2024,934,1115,1375,1669,1954
2500343300,,MA,2024,983,1104,1451,1754,2396
2500943580,,MA,2024,2212,2377,2827,3418,3765
2501943790,,MA,2024,1910,1922,2526,3096,3423
2501743895,,MA,2024,2212,2377,2827,3418,3765
2502144105,,MA,2024,2212,2377,2827,3418,3765
2500344385,,MA,2024,983,1104,1451,1754,2396
2500545000,,MA,2024,1027,1205,1463,1769,2049
2502745105,,MA,2024,998,1065,1399,1947,2318
2500345420,,MA,2024,983,1104,1451,1754,2396
2501145490,,MA,2024,986,1107,1454,1766,2052
2500945175,,MA,2024,2212,2377,2827,3418,3765
2500945245,,MA,2024,2212,2377,2827,3418,3765
2501745560,,MA,2024,2212,2377,2827,3418,3765
2502146050,,MA,2024,2212,2377,2827,3418,3765
2500346225,,MA,2024,983,1104,1451,1754,2396
2500946365,,MA,2024,1299,1483,1917,2329,2553
2500546598,,MA,2024,1289,1398,1693,2047,2536
2502747135,,MA,2024,1282,1292,1661,2008,2212
2501748955,,MA,2024,2212,2377,2827,3418,3765
2501546330,,MA,2024,934,1115,1375,1669,1954
2502746820,,MA,2024,1282,1292,1661,2008,2212
2502746925,,MA,2024,1282,1292,1661,2008,2212
2501147835,,MA,2024,986,1107,1454,1766,2052
2500549970,,MA,2024,1245,1398,1837,2319,2482
2502350145,,MA,2024,2212,2377,2827,3418,3765
2502150250,,MA,2024,2212,2377,2827,3418,3765
2500750390,,MA,2024,1690,1886,2156,2911,2922
2502750670,,MA,2024,1282,1292,1661,2008,2212
2501151265,,MA,2024,986,1107,1454,1766,2052
2500151440,,MA,2024,1486,1585,2082,2541,2897
2500351580,,MA,2024,983,1104,1451,1754,2396
2502751825,,MA,2024,1282,1292,1661,2008,2212
2501352144,,MA,2024,934,1115,1375,1669,1954
2502752420,,MA,2024,1282,1292,1661,2008,2212
2500952490,,MA,2024,2212,2377,2827,3418,3765
2501552560,,MA,2024,934,1115,1375,1669,1954
2502352630,,MA,2024,2212,2377,2827,3418,3765
2501752805,,MA,2024,1369,1518,1995,2412,2657
2500353050,,MA,2024,983,1104,1451,1754,2396
2502753120,,MA,2024,998,1065,1399,1947,2318
2502753225,,MA,2024,998,1065,1399,1947,2318
2500353960,,MA,2024,950,1100,1402,1807,1867
2501554030,,MA,2024,934,1115,1375,1669,1954
2502154100,,MA,2024,2212,2377,2827,3418,3765
2502354310,,MA,2024,2212,2377,2827,3418,3765
2502354415,,MA,2024,1393,1488,1955,2479,2778
2502755395,,MA,2024,1282,1292,1661,2008,2212
2500155500,,MA,2024,1486,1585,2082,2541,2897
2502155745,,MA,2024,2212,2377,2827,3418,3765
2502156000,,MA,2024,2212,2377,2827,3418,3765
2500556060,,MA,2024,1890,1903,2500,3023,3747
2501756130,,MA,2024,2212,2377,2827,3418,3765
2500556375,,MA,2024,1289,1398,1693,2047,2536
2502556585,,MA,2024,2212,2377,2827,3418,3765
2500356795,,MA,2024,950,1100,1402,1807,1867
2502357600,,MA,2024,1393,1488,1955,2479,2778
2502357775,,MA,2024,2212,2377,2827,3418,3765
2500957880,,MA,2024,2212,2377,2827,3418,3765
2501158335,,MA,2024,986,1107,1454,1766,2052
2500958405,,MA,2024,2212,2377,2827,3418,3765
2502758580,,MA,2024,998,1065,1399,1947,2318
2501358650,,MA,2024,934,1115,1375,1669,1954
2502758825,,MA,2024,1282,1292,1661,2008,2212
2500959105,,MA,2024,2212,2377,2827,3418,3765
2500959245,,MA,2024,2212,2377,2827,3418,3765
2500359665,,MA,2024,983,1104,1451,1754,2396
2500159735,,MA,2024,1486,1585,2082,2541,2897
2500960015,,MA,2024,2212,2377,2827,3418,3765
2500360225,,MA,2024,983,1104,1451,1754,2396
2502360330,,MA,2024,2212,2377,2827,3418,3765
2500560645,,MA,2024,1289,1398,1693,2047,2536
2502160785,,MA,2024,2212,2377,2827,3418,3765
2500361065,,MA,2024,983,1104,1451,1754,2396
2501161135,,MA,2024,986,1107,1454,1766,2052
2501761380,,MA,2024,2212,2377,2827,3418,3765
2501761590,,MA,2024,2212,2377,2827,3418,3765
2502761800,,MA,2024,1282,1292,1661,2008,2212
2501161905,,MA,2024,986,1107,1454,1766,2052
2500562430,,MA,2024,1289,1398,1693,2047,2536
2501762535,,MA,2024,2212,2377,2827,3418,3765
2501564145,,MA,2024,934,1115,1375,1669,1954
2501562745,,MA,2024,934,1115,1375,1669,1954
2502763165,,MA,2024,1280,1438,1889,2662,2935
2502763345,,MA,2024,1282,1292,1661,2008,2212
2501365825,,MA,2024,934,1115,1375,1669,1954
2502766105,,MA,2024,1282,1292,1661,2008,2212
2501367000,,MA,2024,934,1115,1375,1669,1954
2502767385,,MA,2024,1282,1292,1661,2008,2212
2500367595,,MA,2024,950,1100,1402,1807,1867
2501767665,,MA,2024,2212,2377,2827,3418,3765
2502167945,,MA,2024,2212,2377,2827,3418,3765
2501768050,,MA,2024,2212,2377,2827,3418,3765
2502768155,,MA,2024,1282,1292,1661,2008,2212
2501768260,,MA,2024,2212,2377,2827,3418,3765
2501168400,,MA,2024,986,1107,1454,1766,2052
2502768610,,MA,2024,1282,1292,1661,2008,2212
2500968645,,MA,2024,2212,2377,2827,3418,3765
2500568750,,MA,2024,1289,1398,1693,2047,2536
2500569170,,MA,2024,1245,1398,1837,2319,2482
2502769275,,MA,2024,1072,1238,1582,2055,2373
2501769415,,MA,2024,1369,1518,1995,2412,2657
2500769940,,MA,2024,1690,1886,2156,2911,2922
2501370045,,MA,2024,934,1115,1375,1669,1954
2500970150,,MA,2024,2212,2377,2827,3418,3765
2501770360,,MA,2024,2212,2377,2827,3418,3765
2500170605,,MA,2024,1486,1585,2082,2541,2897
2501771025,,MA,2024,1369,1518,1995,2412,2657
2500371095,,MA,2024,983,1104,1451,1754,2396
2502771480,,MA,2024,1280,1438,1889,2662,2935
2502771620,,MA,2024,1282,1292,1661,2008,2212
2501772215,,MA,2024,2212,2377,2827,3418,3765
2501372390,,MA,2024,934,1115,1375,1669,1954
2502172495,,MA,2024,2212,2377,2827,3418,3765
2501772600,,MA,2024,2212,2377,2827,3418,3765
2501572880,,MA,2024,934,1115,1375,1669,1954
2502372985,,MA,2024,2212,2377,2827,3418,3765
2502773090,,MA,2024,998,1065,1399,1947,2318
2501173265,,MA,2024,986,1107,1454,1766,2052
2500373335,,MA,2024,983,1104,1451,1754,2396
2501773440,,MA,2024,2212,2377,2827,3418,3765
2501773790,,MA,2024,2212,2377,2827,3418,3765
2502773895,,MA,2024,1282,1292,1661,2008,2212
2502174175,,MA,2024,2212,2377,2827,3418,3765
2500174385,,MA,2024,1486,1585,2082,2541,2897
2501174525,,MA,2024,986,1107,1454,1766,2052
2500974595,,MA,2024,2212,2377,2827,3418,3765
2502775155,,MA,2024,1282,1292,1661,2008,2212
2502375260,,MA,2024,1393,1488,1955,2479,2778
2502775400,,MA,2024,1282,1292,1661,2008,2212
2500977150,,MA,2024,1299,1483,1917,2329,2553
2501377890,,MA,2024,934,1115,1375,1669,1954
2500377990,,MA,2024,983,1104,1451,1754,2396
2500778235,,MA,2024,1690,1886,2156,2911,2922
2502775015,,MA,2024,1282,1292,1661,2008,2212
2501376030,,MA,2024,934,1115,1375,1669,1954
2501776135,,MA,2024,1369,1518,1995,2412,2657
2501576380,,MA,2024,934,1115,1375,1669,1954
2502777010,,MA,2024,1072,1238,1582,2055,2373
2501777255,,MA,2024,2212,2377,2827,3418,3765
2500577570,,MA,2024,1289,1398,1693,2047,2536
2502178690,,MA,2024,2212,2377,2827,3418,3765
2502178972,,MA,2024,2212,2377,2827,3418,3765
2501179110,,MA,2024,986,1107,1454,1766,2052
2502379530,,MA,2024,1393,1488,1955,2479,2778
2501379740,,MA,2024,934,1115,1375,1669,1954
2501579915,,MA,2024,934,1115,1375,1669,1954
2500379985,,MA,2024,983,1104,1451,1754,2396
2501780230,,MA,2024,2212,2377,2827,3418,3765
2502780405,,MA,2024,1072,1238,1582,2055,2373
2501780510,,MA,2024,2212,2377,2827,3418,3765
2500380685,,MA,2024,983,1104,1451,1754,2396
2502581005,,MA,2024,2212,2377,2827,3418,3765
2501781035,,MA,2024,2212,2377,2827,3418,3765
2502782000,,MA,2024,1282,1292,1661,2008,2212
2501582175,,MA,2024,934,1115,1375,1669,1954
2502182315,,MA,2024,2212,2377,2827,3418,3765
2500182525,,MA,2024,1486,1585,2082,2541,2897
,,MI,2024,1222,1234,1471,1779,2001
,,MI,2024,745,854,1038,1291,1488
,,MI,2024,731,736,937,1246,1367
,,MI,2024,708,798,905,1187,1410
,,MI,2024,920,1019,1291,1595,1719
,,MI,2024,740,854,1061,1317,1444
,,MI,2024,1093,1142,1369,1785,1963
,,MI,2024,931,1115,1260,1665,1775
,,MI,2024,795,843,1108,1369,1683
,,MI,2024,744,884,1074,1413,1619
,,MI,2024,724,878,1057,1413,1484
,,MI,2024,847,887,1092,1423,1454
,,MI,2024,920,1155,1358,1864,2069
,,MI,2024,814,820,1074,1409,1439
,,MI,2024,788,885,1163,1452,1885
,,MI,2024,719,818,996,1234,1359
,,MI,2024,716,811,1056,1311,1406
,,MI,2024,722,811,1065,1364,1431
,,MI,2024,681,764,1004,1295,1337
,,MI,2024,684,689,905,1221,1278
2600199999,,MI,2024,633,789,905,1217,1345
2600399999,,MI,2024,693,768,991,1198,1405
2600599999,,MI,2024,832,838,1101,1427,1466
2600799999,,MI,2024,613,748,905,1178,1536
2600999999,,MI,2024,690,826,1018,1231,1566
2601199999,,MI,2024,633,689,905,1275,1288
2601399999,,MI,2024,700,704,905,1094,1300
2601599999,,MI,2024,690,810,1018,1435,1483
2601799999,,MI,2024,731,736,937,1246,1367
2601999999,,MI,2024,790,860,1130,1366,1555
2602199999,,MI,2024,722,811,1065,1364,1431
2602399999,,MI,2024,747,752,928,1233,1236
2602599999,,MI,2024,745,854,1038,1291,1488
2602799999,,MI,2024,708,798,905,1187,1410
2602999999,,MI,2024,671,784,960,1353,1537
2603199999,,MI,2024,677,760,999,1208,1330
2603399999,,MI,2024,697,782,1028,1243,1369
2603599999,,MI,2024,633,689,905,1170,1516
2603799999,,MI,2024,847,887,1092,1423,1454
2603999999,,MI,2024,651,812,961,1189,1280
2604199999,,MI,2024,684,689,905,1189,1534
2604399999,,MI,2024,633,763,905,1094,1289
2604599999,,MI,2024,847,887,1092,1423,1454
2604799999,,MI,2024,826,900,1182,1429,1675
2604999999,,MI,2024,740,854,1061,1317,1444
2605199999,,MI,2024,613,689,905,1275,1338
2605399999,,MI,2024,633,720,905,1235,1239
2605599999,,MI,2024,1044,1061,1232,1490,1641
2605799999,,MI,2024,613,743,905,1171,1528
2605999999,,MI,2024,720,725,952,1199,1306
2606199999,,MI,2024,710,758,905,1275,1536
2606399999,,MI,2024,639,717,905,1101,1205
2606599999,,MI,2024,847,887,1092,1423,1454
2606799999,,MI,2024,795,843,1108,1369,1683
2606999999,,MI,2024,725,730,905,1156,1283
2607199999,,MI,2024,613,689,905,1195,1283
2607399999,,MI,2024,810,815,941,1245,1253
2607599999,,MI,2024,744,884,1074,1413,1619
2607799999,,MI,2024,724,878,1057,1413,1484
2607999999,,MI,2024,613,689,905,1211,1275
2608199999,,MI,2024,1093,1142,1369,1785,1963
2608399999,,MI,2024,633,802,905,1275,1283
2608599999,,MI,2024,633,734,905,1275,1536
2608799999,,MI,2024,920,1019,1291,1595,1719
2608999999,,MI,2024,894,993,1279,1546,1703
2609199999,,MI,2024,729,809,1023,1355,1546
2609399999,,MI,2024,920,1155,1358,1864,2069
2609599999,,MI,2024,666,725,952,1151,1280
2609799999,,MI,2024,725,729,905,1094,1356
2609999999,,MI,2024,920,1019,1291,1595,1719
2610199999,,MI,2024,774,779,1024,1267,1364
2610399999,,MI,2024,714,876,1054,1274,1789
2610599999,,MI,2024,675,740,965,1234,1285
2610799999,,MI,2024,656,799,939,1199,1331
2610999999,,MI,2024,652,728,905,1275,1357
2611199999,,MI,2024,814,820,1074,1409,1439
2611399999,,MI,2024,656,715,939,1143,1251
2611599999,,MI,2024,788,885,1163,1452,1885
2611799999,,MI,2024,719,818,996,1234,1359
2611999999,,MI,2024,633,806,905,1275,1283
2612199999,,MI,2024,716,811,1056,1311,1406
2612399999,,MI,2024,630,708,930,1211,1295
2612599999,,MI,2024,920,1019,1291,1595,1719
2612799999,,MI,2024,662,704,925,1119,1437
2612999999,,MI,2024,636,806,905,1101,1205
2613199999,,MI,2024,633,806,905,1094,1283
2613399999,,MI,2024,633,689,905,1124,1415
2613599999,,MI,2024,633,702,905,1151,1283
2613799999,,MI,2024,702,764,1004,1347,1546
2613999999,,MI,2024,931,1115,1260,1665,1775
2614199999,,MI,2024,633,689,905,1107,1367
2614399999,,MI,2024,684,689,905,1182,1312
2614599999,,MI,2024,681,764,1004,1295,1337
2615199999,,MI,2024,615,689,905,1184,1236
2615399999,,MI,2024,633,715,905,1214,1283
2615599999,,MI,2024,684,689,905,1221,1278
2614799999,,MI,2024,920,1019,1291,1595,1719
2614999999,,MI,2024,646,712,924,1277,1339
2615799999,,MI,2024,613,746,905,1250,1369
2615999999,,MI,2024,653,734,964,1255,1284
2616199999,,MI,2024,1222,1234,1471,1779,2001
2616399999,,MI,2024,920,1019,1291,1595,1719
2616599999,,MI,2024,678,738,970,1265,1467
,,MN,2024,762,868,1113,1485,1889
,,MN,2024,656,781,944,1330,1602
,,MN,2024,684,689,905,1234,1443
,,MN,2024,731,736,929,1309,1577
,,MN,2024,760,866,1122,1515,1904
,,MN,2024,774,860,1130,1502,1918
,,MN,2024,804,845,1110,1564,1758
,,MN,2024,897,903,1101,1552,1868
,,MN,2024,855,861,1131,1440,1919
,,MN,2024,1174,1327,1622,2188,2478
,,MN,2024,814,927,1148,1618,1948
,,MN,2024,877,906,1155,1531,1820
,,MN,2024,785,806,905,1275,1536
2700199999,,MN,2024,677,709,932,1274,1278
2700399999,,MN,2024,1174,1327,1622,2188,2478
2700599999,,MN,2024,687,801,1014,1361,1505
2700799999,,MN,2024,820,851,1118,1352,1576
2700999999,,MN,2024,877,906,1155,1531,1820
2701199999,,MN,2024,613,775,905,1275,1366
2701399999,,MN,2024,897,903,1101,1552,1868
2701599999,,MN,2024,613,689,905,1127,1536
2701799999,,MN,2024,762,868,1113,1485,1889
